"s","t","u","v","w"
1.91067200524967,-0.922728157478448,1.65905319665687,-0.109976288951503,-1.7649521915264
1.64283296829857,-1.57465547485733,1.26932995648712,0.903283766829829,-1.02744567113553
1.08558009434404,0.209459703029186,1.95207204773167,0.250734689623912,-0.530143618712581
2.10576390948524,-2.01005722263276,3.284367063423,0.319818579385335,-1.94525471692827
2.82457432269492,-1.05067316139816,2.51505615804204,0.62079434601555,-3.26161810539602
3.22668571475809,-1.93068253227718,0.391042145087656,0.671169215684291,-3.58036891470599
3.78785255424168,-3.61935452160533,0.522323937377426,-0.848239755752785,-1.82245829722418
4.25581308573454,-0.696987454277167,-0.664246522794867,-2.66835178413175,-1.40233616235055
3.61404790004345,-0.387945025654378,-0.676495950616711,-2.23936759691791,-3.84861105875243
4.04847975213751,-1.45689522274076,-0.278182139809429,-2.84653717411193,-4.40842556364558
4.98047086798219,-0.485413683394709,-1.42123644901924,-4.74067667662213,-3.74593474418118
4.76090469691687,0.674327543550486,-4.64215912666234,-5.44066606212875,-2.00352266032607
5.24792651887217,1.64703373553209,-4.27724927380747,-4.58778755559632,-1.9282733478785
5.91473736525914,0.447025821034496,-4.22081412100619,-4.17317925288058,-1.09458379094155
6.31380132541603,0.903479748749494,-3.63332489564999,-4.06632000930156,0.31371409179834
7.84086401787002,-0.264945844657769,-3.61667633034126,-4.32600235754031,-0.381778449887319
9.35332660510669,-1.61358983609162,-3.61321073093043,-3.8473722584797,-0.293169639200858
9.94466114409356,-1.23439012662632,-3.13307367830285,-4.07847000334982,-1.5012131639975
9.89320071868995,-1.4130680832079,-2.24734850370276,-3.85476588752458,-2.91097824157618
10.1617740908293,-1.49591190958016,-2.48987355905302,-3.77272674848478,-2.44687510131406
10.9431884128625,-0.785441290599196,-0.482285420938485,-5.16153624428898,-2.76882517753144
12.157653369901,-1.98991821700962,0.903629280408263,-6.53792949170761,-1.75962268441152
12.2420803050382,-2.33811994910258,0.864111435054925,-6.73200136944661,-2.07256511385472
13.5845822678935,-4.38997276728217,1.45076457428736,-7.61571671131809,-4.31835142713107
11.9909080182624,-4.29419145050219,2.66350236184937,-8.48583164005097,-6.23053538462869
10.4770325323225,-5.26455246446892,2.59631406511027,-7.7751224870331,-4.97605191870225
11.00973591931,-4.33589390809377,3.0412340382062,-6.53774572133896,-3.4953352129256
12.1102604404226,-2.41014159563663,3.61026115383338,-6.74891199706156,-3.20258381235508
12.6588132179402,-2.43951971223905,5.31234405097071,-5.16604420256367,-4.00564304762396
13.0850761368768,-2.86035565438099,5.50206452468222,-5.63722467349727,-2.87976018158135
13.0376776838548,-2.22793581164786,3.17193280151191,-6.67523620008603,-2.42121184281191
13.2613384390486,-0.284568967903334,2.35041022039291,-4.53855319881412,-3.08454861647879
13.3971005274397,-0.327501970678735,2.45178560500945,-4.42377085103567,-1.67364848630936
11.926100578955,-0.03728684765952,3.73322434415563,-3.86888308651767,-0.558910335707201
11.6979379322119,1.93861614434326,4.13036982700226,-2.77700758566403,-2.65110330284269
11.5856952804244,0.866721356408695,1.88905227506925,-2.99273111423775,-2.89085358020759
14.5374131969112,1.98824720497201,2.85305001554432,-2.11651682752271,-4.21847366127468
14.9711072626189,0.670673426519342,2.70623095966488,-1.80638424041998,-4.62329022202066
14.9419228066262,-0.436540670568392,2.16461060887663,-2.75528033312435,-4.09170785431628
14.4671979860697,-0.144709037603262,2.5347665959435,-4.0732363153697,-2.4677489278851
13.6957829951196,-0.255181749755497,1.31236884337998,-4.0459168692733,-2.35439569619661
14.6021174071641,-0.330768228466066,-0.0846086571086044,-3.55540158409955,-2.48917202276477
13.7408665694282,0.200666665081782,-0.845909085737124,-1.45782378402858,-3.98095954708302
14.0313028284228,-1.60825542350992,-0.223075923212196,-1.53157394140302,-3.89333602658524
15.0839639241866,-0.742507251857394,-1.86677154341922,-1.13265996070266,-0.940125712861639
14.9198323607213,-0.13079663091456,-2.01961874915618,-1.06229478047814,-0.342513913023705
15.2102417410263,-0.908560192402568,-1.90154678319233,-1.78436680473352,-0.681816034808204
13.2495375058495,-0.278528941779931,-0.267216030927976,-2.3488301735702,-0.579273376448615
11.7094963914797,-1.36639567008769,1.20146064767417,-2.90746712482987,-1.79777800590646
11.218502842662,-0.906662423136842,2.66191550550032,-2.64781629074035,-2.18547905638033
9.68881261990456,-0.308552216002209,2.21534773119707,-2.05782620072378,-1.18470835037332
7.63732517233346,-1.28331226989317,1.99744166181825,-2.56178127001031,0.951412806623538
7.82315663609562,-0.515917142538896,3.63984884982767,-2.78879711696841,0.330551740143188
7.9994883614884,-1.56804963232763,5.31111549274086,-1.71490759311051,0.619197199165715
9.17965434457383,-0.476249673964217,5.7446913878149,-3.32158324259986,1.64447664829121
10.929411046499,-1.37559047386163,6.01408050958802,-3.52825993700355,1.15149733579187
10.6867604584008,-1.34841013338307,5.45545402485142,-5.23748244829078,0.0336835794509303
11.4039819530325,-0.119240475054072,4.48260729338403,-4.90465126994006,-1.57618134402099
12.1041171129203,-2.83206494697707,6.48707840992322,-4.73836521327294,0.105796932775521
12.6444416572961,-0.752022570651467,7.69183471463859,-4.62755088132898,-1.28670181787147
13.2545674174418,0.530211090184894,8.02311099875013,-5.46314132386228,-2.53020353203868
14.2068738002045,0.78716465735357,8.79824344850423,-5.60311143327771,-4.31272423011797
14.3016364144663,-0.163050530424639,9.28806976605484,-4.58910131877381,-5.9801105811881
14.897235858391,0.194874683352356,10.361009241567,-2.4464360169622,-7.68165866657815
13.2724053269919,-0.636997498527951,10.9701162407862,-2.51687391411152,-6.81724479833763
13.8312835685782,-1.13753195340657,10.839335372446,-0.86585334854815,-6.14894899315642
13.2871184043953,-2.21604242680408,8.28164155410376,0.913419417905893,-6.07992430645886
12.5217550803369,-2.2636089234784,8.05479165454531,2.88284584919184,-6.25558428391719
13.4827707550169,-1.46800123727163,7.15490399709807,2.26796552227092,-7.13664615842444
14.8111341198131,-1.95893641372026,7.61855055884585,2.24496423271069,-7.30859708323818
15.9282288974053,-2.8244595996395,6.51115961014221,2.61434397346864,-6.0443598714495
17.0413446003316,-1.26511537038167,4.70279198432225,1.77717351449396,-6.03057466832247
17.3715585264936,-1.41806798756394,4.76536544128133,1.5821138180782,-6.18651534475551
16.6511749641173,-1.12138606237915,4.52433183660712,2.09704331168727,-5.45950769555342
18.5019799768757,-1.39975615627732,5.51827290430447,2.24237479561417,-5.18841681844805
20.4441018337819,0.528997769138795,6.29065798726649,2.66082465340812,-4.8379163282113
20.0874570559502,0.671874312138659,7.26297874107861,0.783807260605177,-3.83558325692572
19.887041602164,0.890625961431166,7.82798088685119,2.78661046909048,-4.42513338526845
19.3604140295778,-1.18640082154493,7.20975347251879,3.18127238650567,-2.86150634514366
21.2321286318695,-1.03849037919166,6.37354740320315,2.72010041720312,-2.31530436056394
20.6369602703858,-1.5827562854698,6.35446962025082,2.55766571350552,-3.83429549737636
20.9996877944751,-0.712578189779989,6.71194279906486,3.84273104345272,-3.46994129738037
19.9088911588819,-0.946540599436996,6.17962610244024,2.63730281702461,-2.69395586144435
20.7204942748892,-0.662205753129098,6.70114161216325,2.31360823130665,-2.6381195904847
21.8281596952442,-0.329714958361455,7.3556437136668,3.05307399702143,0.491139751269404
21.6437409860023,-0.846164468870306,6.00404352327637,3.28451609102351,1.7709559060205
22.0416774136152,-0.27527446685607,3.89643068034965,5.26935512855293,2.86093187345595
21.5311278267922,0.380809231962904,1.87518271525118,6.03940149602734,3.0010367136566
20.871847457374,1.20250307946257,0.826484166197713,4.90609766559843,2.84540530576711
21.3058394892458,0.916554420943079,1.11530763318952,3.47048500395395,2.90780690298233
20.2017259416216,0.241793471930381,1.64065969399245,4.30056728283675,4.22202830890864
17.9803518401226,-0.206654077464394,0.74556770467348,4.61215364265996,2.70030697875749
16.8310581655681,-0.208771868524474,2.12197687300425,4.16181016585902,1.74368705696762
16.9612344670051,2.21242056195603,1.41195894042264,4.95687913931049,1.59449530816082
17.1542107725541,2.00313605853143,3.12638409311833,6.7229309334767,1.30591435691964
16.6389404416564,1.31261689212962,1.25002295858152,5.12770551553859,-0.104634646269963
17.0282625772882,1.36239896969277,1.83148188817783,4.61469794811898,-1.67991560447265
17.4463114896218,2.7026758320446,1.58445186957422,4.27640551753482,-1.7167639838701
19.0653911747908,2.77405702061352,0.678731362936753,6.32605406127421,-1.00808938067066
18.9761966978662,2.71034503064289,0.817919393876683,4.53402740700045,0.400598117902928
17.4701987994502,2.09887340364223,0.59960037957588,6.20639591647375,2.37810515244311
18.7261842788865,2.09281821519961,-0.577417910302976,6.91961523702725,2.68802408905973
17.9093793180315,2.44889462005185,-0.400604492423028,6.60837622437351,2.56488747401295
18.5673287278586,1.50897049721779,-1.35439577064317,7.26586507127757,2.64851439372941
20.0875910009688,0.328578371034469,-2.41283308958514,6.80408331357295,2.95069593476961
